City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Pyaozerskiy,RU,2021-12-10 02:09:35,65.8333,31.1667,4.42,95,67,5.75
281,Nantucket,US,2021-12-10 02:08:37,41.2835,-70.0995,36.09,66,100,7.09
282,Samarai,PG,2021-12-10 02:09:35,-10.6167,150.6667,84.72,73,100,18.95
283,Tucuman,AR,2021-12-10 02:09:36,-26.8241,-65.2226,71.6,88,75,6.91
284,Rudnogorsk,RU,2021-12-10 02:09:36,57.2639,103.7519,6.39,91,100,11.41
285,Fiumicino,IT,2021-12-10 02:09:37,41.7675,12.2291,44.08,88,0,3.44
286,Biak,ID,2021-12-10 02:09:38,-0.9131,122.8766,83.88,67,74,1.54
287,Palmer,US,2021-12-10 02:09:38,42.1584,-72.3287,31.62,70,75,0.0
288,Itacare,BR,2021-12-10 02:09:38,-14.2775,-38.9967,75.87,90,96,5.23
289,Podosinovets,RU,2021-12-10 02:09:39,60.2776,47.0659,-12.15,100,63,3.67
290,Razlog,BG,2021-12-10 02:09:39,41.8863,23.4671,34.9,99,100,4.79
